fullname,Сайт,Отчёт,Год отчёта,учащихся,Английский_егэ,,Французский_егэ,,Немецкий_егэ,,Русский_егэ,,География_егэ,,Обществознание_егэ,,Литература_егэ,,История_егэ,,Информатика_егэ,,Математика_егэ,,Химия_егэ,,Биология_егэ,,Физика_егэ,,address,lng,lat
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 324 «Жар-птица»,http://sch324.mskobr.ru/,http://sch324.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%20%D0%B7%D0%B0%202014-2015%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%B4%20%D1%81%20%D0%BE%D0%B3%D0%BB.-0.pdf,2015,,79,,,,,,76,,,,66,,56,,68,,64,,49,,52,,67,,56,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 830»,http://sch830sz.mskobr.ru/,http://sch830sz.mskobr.ru/report/,2014,,,,,,,,65,,,,51,,43,,61,,60,,45,,54,,51,,65,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1739»,http://sch1739zg.mskobr.ru/,http://sch1739zg.mskobr.ru/files/1555/publ_dokld_2014-2015.pdf,2015,,70,,,,,,74,,,,57,,61,,60,,53,,57,,59,,50,,69,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования «Бескудниковский»,http://cob.mskobr.ru/,http://cob.mskobr.ru/files/publichnyj_doklad_2014-2015.pdf,2015,,72,,,,,,70,,,,56,,59,,,,,,45,,,,,,55,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 629,http://sch629u.mskobr.ru/,http://sch629u.mskobr.ru/files/%20%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94%202014-2015%D1%83%D1%87.%D0%B3%203.pdf,2015,,66,,,,,,66,,60,,61,,49,,56,,47,,44,,60,,52,,52,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1593»,http://sch1593.mskobr.ru/,http://sch1593.mskobr.ru/report/2014-2015_uchebnyj_god/,2015,,81,,,,,,76,,,,62,,59,,60,,49,,50,,70,,67,,58,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 72,http://sch72.mskobr.ru/,http://sch72.mskobr.ru/files/gosudarstvennoe_byudzhetnoe_obweobrazovatel_noe_uchrezhdenie_g_moskvy.pdf,2015,,55,,,,,,77,,68,,59,,63,,46,,61,,51,,66,,58,,65,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1526»,http://gymu1526.mskobr.ru/,http://gymu1526.mskobr.ru/report/,2015,,80,,,,,,79.38,,,,65,,64,,47,,81,,48,,74,,64,,55,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1770»,http://sch1770.mskobr.ru/,http://sch1770.mskobr.ru/files/publichnyj_doklad_2014-2015.pdf,2015,,55,,,,,,77,,68,,59,,63,,46,,61,,51,,66,,58,,65,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2092 имени И.Н.Кожедуба,http://sch2092uv.mskobr.ru/,http://sch2092uv.mskobr.ru/files/%20%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F%20%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D0%B0%20%D0%BE%20%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D0%B52015%20%D0%BD%D0%B0%206%20%D0%B8%D1%8E%D0%BD%D1%8F.doc,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1133»,http://sch1133.mskobr.ru/,http://sch1133.mskobr.ru/files/publichnii%20doklad.pdf,2015,,66,,,,,,69,,,,54,,59,,50,,51,,38,,72,,61,,51,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1130»,http://sch1130.mskobr.ru/,http://sch1130.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202015.docx,2015,,62,,,,,,70,,,,57,,,,46,,,,48,,82,,48,,58,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1394 «Воспитательно- образовательный центр «На набережной»,http://sch1394uv.mskobr.ru/,http://sch1394uv.mskobr.ru/files/%202015.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 854»,http://sch854zg.mskobr.ru/,http://sch854zg.mskobr.ru/files/document/doklad_2015_854_2.pdf,2015,,73.8,,,,,,66.1,,,,50.7,,51.6,,52.8,,53.7,,45.1,,60.5,,60,,47.8,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 556,http://sch556u.mskobr.ru/,http://sch556u.mskobr.ru/files/PD_14-15.pdf,2015,,71,,,,,,,,51,,63,,44,,68,,44,,,,58,,60,,58,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 870,http://schsv870u.mskobr.ru/,http://schsv870u.mskobr.ru/report/,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2075»,http://sch2075.mskobr.ru/,http://sch2075.mskobr.ru/files/publichnyj_doklad.pdf,2015,,53,,,,,,66,,63,,54,,53,,36,,50,,38,,34,,57,,46,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 656 имени А.С.Макаренко»,http://sch656.mskobr.ru/,http://sch656.mskobr.ru/report/,2015,,75,,,,,,74,,,,64,,65,,58,,54,,56,,64,,69,,50,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1497»,http://sch1497.mskobr.ru/,http://sch1497.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.pdf,2015,,75,,,,,,71,,85,,61,,49,,53,,53,,48,,54,,78,,53,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1212,http://sch1212sz.mskobr.ru/,http://sch1212sz.mskobr.ru/report/,2014,,66,,,,73,,70,,100,,56,,62,,56,,,,43,,26,,58,,48,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 534»,http://sch534.mskobr.ru/,http://sch534.mskobr.ru/files/%202013-2014.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 777,http://sch777uv.mskobr.ru/,http://sch777uv.mskobr.ru/files/dokymenti/pyblichniy_doklad2015.pdf,2015,,72.4,,,,,,67,,,,52,,58,,48.7,,58,,41,,55.1,,55.6,,55,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 773 «Центр образования «Печатники»,http://sch773uv.mskobr.ru/,http://sch773uv.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1959 «Дети мира»,http://sch1959uv.mskobr.ru/,https://yadi.sk/i/udqmj1YMeeggw,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Федеральное государственное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 91»,http://schc91.mskobr.ru/,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1798 «Феникс»,1798.mskobr.ru,http://1798.mskobr.ru/files/publichnyj_otchet.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 14»,http://sch14.mskobr.ru/,http://sch14.mskobr.ru/report/,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1028»,http://sch1028v.mskobr.ru/,http://sch1028v.mskobr.ru/report/,2014,,72.8,,,,,,70.6,,,,56.7,,67.3,,49.3,,68.4,,56.1,,69.4,,59.3,,48.7,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 426»,http://sch426u.mskobr.ru/,http://sch426u.mskobr.ru/files/%202014-2015%20%D1%83.%D0%B3..pptx,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героя Советского Союза А.А.Головачёва»,http://sch460uv.mskobr.ru/,http://sch460uv.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202014-2015%281%29.doc,2015,,78,,95,,,,71,,73,,53,,69,,52,,48,,49,,51,,54,,57,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 118»,http://sch118uz.mskobr.ru/,http://sch118uz.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D0%A1%D0%9E%D0%A8%20%E2%84%96%20118-1.pdf,2014,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1935,http://sch1935uv.mskobr.ru/,http://sch1935uv.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%202015%20%D0%9D%D0%9E%D0%92%D0%AB%D0%99%21.pdf,2015,,70,,,,,,73,,,,63,,61,,69,,63,,54,,65,,77,,67,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1179»,http://sch1179u.mskobr.ru/,http://sch1179u.mskobr.ru/files/publ_doklad_13_14.pdf,2014,,75,,,,,,74,,,,57,,64,,74,,71,,57.3,,,,91,,52.2,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2094,http://sch2094.mskobr.ru/,http://sch2094.mskobr.ru/files/publ_otchet_14-15.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 329»,http://sch329uv.mskobr.ru/,https://drive.google.com/file/d/0ByzJYARQWG1bX3RwV3FrOGZXUjQ/view,2015,,70,,,,,,67,,79,,53,,49,,43,,36,,45,,55,,61,,45,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени Адмирала Н.Г.Кузнецова»,http://sch1465.mskobr.ru/,http://sch1465.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20%D1%80%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8F%20%D0%BF%D0%BE%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%B0%D0%BC%202013-14%20%D1%83%D1%87%20%D0%B3%D0%BE%D0%B4%D0%B0.pdf,2014,,70,,,,,,68,,91,,62,,59,,59,,,,43,,,,60,,54,,,,
Негосударственное образовательное учреждение школа «Ника»,http://nounika.mskobr.ru/,http://nounika.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014%20%D0%9D%D0%98%D0%9A%D0%90.docx,2014,,70.5,,,,,,82.2,,69,,65,,52.3,,67,,,,62,,79.3,,84,,48,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2091,http://sch2091.mskobr.ru/,http://sch2091.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%20%D0%93%D0%91%D0%9E%D0%A3%20%D0%A1%D0%9E%D0%A8%20%E2%84%962091%20%D0%B7%D0%B0%202014-15.pdf,2015,,60,,,,,,70,,44,,55,,68,,45,,40,,40,,63,,72,,58,,,,
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 «Лосиный остров»,http://sch368.mskobr.ru/,http://sch368.mskobr.ru/files/%2025.08.15.pdf,2015,,84,,,,,,82.6,,,,65,,,,47,,63,,68,,60,,70,,83,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 63»,http://sch63.mskobr.ru/,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1362»,http://sch1362.mskobr.ru/,http://sch1362.mskobr.ru/files/%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.pdf,2015,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
