id,result,year,school_id,subject_id
59495,61.5,2015,8177,9
59496,74.14,2015,8178,2
59497,40.97,2015,8178,1
59498,60.59,2015,8178,8
59499,55.6,2015,8178,5
59500,54.55,2015,8178,7
59501,75.75,2015,8178,6
59502,70.67,2015,8178,3
59503,75.25,2015,8178,9
59504,59.38,2015,8178,4
59505,69.56,2015,8179,2
59506,42.42,2015,8179,1
59507,61.18,2015,8179,8
59508,56.17,2015,8179,7
59509,67.44,2015,8179,6
59510,53.38,2015,8179,9
59511,71.72,2015,8180,2
59512,53.4,2015,8180,1
59513,59.23,2015,8180,8
59514,54,2015,8180,7
59515,74.6,2015,8180,6
59516,66.14,2015,8180,9
59517,74.35,2015,8181,2
59518,48.95,2015,8181,1
59519,60.96,2015,8181,8
59520,55.8,2015,8181,5
59521,56.07,2015,8181,7
59522,54.86,2015,8181,9
59523,72.5,2015,8181,3
59524,53.2,2015,8181,4
59525,64.21,2015,8182,2
59526,36.25,2015,8182,1
59527,53,2015,8182,8
59528,41.5,2015,8182,7
59529,74.56,2015,8183,2
59530,47.76,2015,8183,1
59531,56.6,2015,8183,8
59532,62,2015,8183,7
59533,68.75,2015,8183,11
59534,65,2015,8183,3
59535,55.75,2015,8183,4
59536,72.26,2015,8184,2
59537,54.57,2015,8184,1
59538,56.2,2015,8184,8
59539,42.83,2015,8184,4
59540,71.2,2015,8184,7
59541,65.38,2015,8185,2
59542,36,2015,8185,1
59543,58,2015,8185,8
59544,51,2015,8185,4
59545,47.6,2015,8185,7
59546,79.33,2015,8187,2
59547,60,2015,8187,1
59548,52.31,2015,8187,8
59549,43.6,2015,8187,4
59550,60.32,2015,8190,2
59551,33.59,2015,8190,1
59552,53.5,2015,8190,8
59553,52.86,2015,8190,7
59554,76.48,2015,8191,2
59555,62.25,2015,8191,1
59556,61.91,2015,8191,8
59557,65.04,2015,8191,7
59558,62,2015,8191,6
59559,69.77,2015,8191,11
59560,72.73,2015,8191,3
59561,65.86,2015,8191,4
59562,85.7,2015,8192,2
59563,75.33,2015,8192,1
59564,67.22,2015,8192,8
59565,69,2015,8192,7
59566,76.5,2015,8192,6
59567,85.5,2015,8192,11
59568,59.75,2015,8192,9
59569,81.71,2015,8193,2
59570,53.16,2015,8193,1
59571,69.67,2015,8193,8
59572,57.86,2015,8193,7
59573,61,2015,8193,6
59574,56.67,2015,8193,11
59575,66.83,2015,8193,3
59576,69.5,2015,8193,9
59577,67.6,2015,8193,4
59578,77.1,2015,8194,2
59579,47.64,2015,8194,1
59580,62.04,2015,8194,8
59581,65.83,2015,8194,5
59582,60.83,2015,8194,7
59583,67.86,2015,8194,6
59584,58,2015,8194,11
59585,70.59,2015,8194,3
59586,67.5,2015,8194,9
59587,60.75,2015,8194,4
59588,74.98,2015,8195,2
59589,55.42,2015,8195,1
59590,59.16,2015,8195,8
59591,56.4,2015,8195,7
59592,57.25,2015,8195,6
59593,66.67,2015,8195,11
59594,76.36,2015,8195,3
59595,61.43,2015,8195,9
59596,61.4,2015,8195,4
59597,69.81,2015,8196,2
59598,40.03,2015,8196,1
59599,56.83,2015,8196,8
59600,59,2015,8196,5
59601,53.91,2015,8196,7
59602,58.5,2015,8196,6
59603,73,2015,8196,3
59604,58.86,2015,8196,9
59605,65.4,2015,8196,4
59606,67.69,2015,8197,2
59607,34.6,2015,8197,1
59608,57.63,2015,8197,8
59609,55.8,2015,8197,9
59610,76.61,2015,8198,2
59611,58.19,2015,8198,1
59612,72,2015,8198,8
59613,64.6,2015,8198,9
59614,64,2015,8198,6
59615,78.53,2015,8199,2
59616,45,2015,8199,1
59617,52.25,2015,8199,8
59618,63.75,2015,8199,7
59619,71.75,2015,8199,9
59620,68.13,2015,8201,2
59621,40.88,2015,8201,1
59622,56,2015,8201,8
59623,56.2,2015,8201,7
59624,70,2015,8201,9
59625,60.2,2015,8202,2
59626,38.25,2015,8202,1
59627,55.33,2015,8202,8
59628,69.6,2015,8203,2
59629,75.5,2015,8203,3
59630,46.86,2015,8203,1
59631,58.59,2015,8203,8
59632,56.64,2015,8203,7
59633,80.57,2015,8204,2
59634,59.48,2015,8204,1
59635,66.05,2015,8204,8
59636,60.83,2015,8204,5
59637,58.5,2015,8204,7
59638,72.19,2015,8204,6
59639,72.13,2015,8204,11
59640,76.78,2015,8204,3
59641,74.74,2015,8204,9
59642,67.08,2015,8204,4
59643,73,2015,8205,2
59644,48.28,2015,8205,1
59645,55.11,2015,8205,8
59646,53.25,2015,8205,7
59647,68.29,2015,8206,2
59648,37.12,2015,8206,1
59649,59.29,2015,8206,8
59650,50.33,2015,8206,7
59651,60.75,2015,8206,9
59652,78.76,2015,8207,2
59653,50.04,2015,8207,1
59654,54.11,2015,8207,8
59655,58.8,2015,8207,9
59656,56.2,2015,8207,6
59657,76.71,2015,8208,2
59658,45.9,2015,8208,1
59659,58.39,2015,8208,8
59660,64.1,2015,8208,5
59661,59.04,2015,8208,7
59662,61.89,2015,8208,6
59663,65,2015,8208,11
59664,76,2015,8208,3
59665,61.67,2015,8208,9
59666,73.9,2015,8208,4
59667,81.12,2015,8209,2
59668,57.12,2015,8209,1
59669,62.04,2015,8209,8
59670,65.83,2015,8209,5
59671,62.59,2015,8209,7
59672,69.69,2015,8209,6
59673,65,2015,8209,11
59674,70.59,2015,8209,3
59675,74,2015,8209,9
59676,64.59,2015,8209,4
59677,68.04,2015,8210,2
59678,40,2015,8210,1
59679,55,2015,8210,8
59680,46.25,2015,8210,4
59681,49.67,2015,8210,7
59682,80.78,2015,8211,2
59683,39.14,2015,8211,1
59684,63.77,2015,8211,8
59685,56.78,2015,8211,7
59686,69.25,2015,8211,6
59687,81,2015,8211,3
59688,68.5,2015,8211,9
59689,73.67,2015,8212,2
59690,42.48,2015,8212,1
59691,50.56,2015,8212,8
59692,48.5,2015,8212,7
59693,62.22,2015,8212,6
59694,59,2015,8212,9
59695,82.78,2015,8213,2
59696,70.57,2015,8213,1
59697,68.17,2015,8213,8
59698,60.47,2015,8213,7
59699,73.9,2015,8213,11
59700,85.07,2015,8213,3
59701,62.29,2015,8213,4
60158,67.51,2015,8298,2
60159,43,2015,8298,1
60160,54.87,2015,8298,8
60161,46.76,2015,8298,7
60162,52.22,2015,8298,3
60163,46.13,2015,8298,4
60164,79.94,2015,8300,2
60165,59.93,2015,8300,1
60166,59.3,2015,8300,8
60167,71.67,2015,8300,5
60168,64.69,2015,8300,7
60169,65.38,2015,8300,11
60170,69.08,2015,8300,3
60171,54.83,2015,8300,4
60172,76.21,2015,8301,2
60173,62.61,2015,8301,1
60174,64.73,2015,8301,8
60175,55.75,2015,8301,7
60176,75.75,2015,8301,9
60177,59.83,2015,8301,11
60178,58.36,2015,8302,2
60179,32.46,2015,8302,1
60180,48.75,2015,8302,8
60181,43,2015,8302,4
60182,69.67,2015,8303,2
60183,38.67,2015,8303,1
60184,52.25,2015,8303,8
60185,44.75,2015,8303,7
60186,69.35,2015,8304,2
60187,47.25,2015,8304,1
60188,65,2015,8304,8
60189,43.11,2015,8304,7
60190,56.75,2015,8304,10
60191,40.5,2015,8304,11
60192,67.68,2015,8305,2
60193,38.29,2015,8305,1
60194,56.55,2015,8305,8
60195,62.54,2015,8305,7
60196,55.43,2015,8305,9
60197,40,2015,8305,11
60198,70,2015,8305,3
60199,48.67,2015,8305,4
60200,69.51,2015,8306,2
60201,46.98,2015,8306,1
60202,57.88,2015,8306,8
60203,54.5,2015,8306,7
60204,55.29,2015,8306,6
60205,63.31,2015,8306,11
60206,57.6,2015,8306,3
60207,56.93,2015,8306,9
60208,52.33,2015,8306,4
60209,71.83,2015,8306,10
60210,73.83,2015,8307,2
60211,44.18,2015,8307,1
60212,56.4,2015,8307,8
60213,54,2015,8307,5
60214,53.5,2015,8307,7
60215,71.75,2015,8307,6
60216,46.46,2015,8307,11
60217,51.56,2015,8307,3
60218,54.44,2015,8307,9
60219,55.81,2015,8307,4
60220,62.78,2015,8307,10
60221,75.73,2015,8308,2
60222,51.93,2015,8308,1
60223,66.27,2015,8308,8
60224,52,2015,8308,5
60225,56.93,2015,8308,7
60226,62.75,2015,8308,9
60227,64.43,2015,8308,11
60228,68.5,2015,8308,3
60229,68,2015,8308,10
60230,64.67,2015,8308,4
60231,61.7,2015,8310,2
60232,40.85,2015,8310,1
60233,50.5,2015,8310,8
60234,39.25,2015,8310,7
60235,51.5,2015,8310,6
60236,51.6,2015,8310,9
60237,66,2015,8311,2
60238,38.36,2015,8311,1
60239,50.16,2015,8311,8
60240,46.88,2015,8311,7
60241,55.75,2015,8311,9
60242,64.4,2015,8311,10
60243,37,2015,8311,4
60244,71.13,2015,8312,2
60245,44.51,2015,8312,1
60246,56.65,2015,8312,8
60247,61,2015,8312,5
60248,51.06,2015,8312,7
60249,63.67,2015,8312,6
60250,50.8,2015,8312,11
60251,77.4,2015,8312,3
60252,50.18,2015,8312,9
60253,51.67,2015,8312,4
60254,67.91,2015,8313,2
60255,48.95,2015,8313,1
60256,55.55,2015,8313,8
60257,53.11,2015,8313,7
60258,69.4,2015,8314,2
60259,36.48,2015,8314,1
60260,53.42,2015,8314,8
60261,65.75,2015,8314,4
60262,49.83,2015,8314,7
60263,67.32,2015,8315,2
60264,38.2,2015,8315,1
60265,53.29,2015,8315,8
60266,41,2015,8315,4
60267,47.6,2015,8315,7
60268,71.06,2015,8316,2
60269,47.58,2015,8316,1
60270,54.96,2015,8316,8
60271,62.5,2015,8316,5
60272,56.29,2015,8316,7
60273,57,2015,8316,6
60274,69.3,2015,8316,11
60275,57.17,2015,8316,3
60276,55.25,2015,8316,9
60277,54,2015,8316,4
60278,73,2015,8316,10
60279,65.63,2015,8317,2
60280,42.25,2015,8317,1
60281,58.6,2015,8317,8
60282,46.63,2015,8317,7
60283,39,2015,8317,9
60284,63.4,2015,8317,10
60285,56.29,2015,8318,2
60286,34.25,2015,8318,1
60287,40.57,2015,8318,8
60288,43,2015,8318,7
60289,64.5,2015,8319,2
60290,36.63,2015,8319,1
60291,58.29,2015,8319,8
60292,45,2015,8319,7
60293,43.67,2015,8319,9
60294,50.5,2015,8319,4
60295,63.5,2015,8320,2
60296,45.63,2015,8320,1
60297,60.65,2015,8320,8
60298,49.14,2015,8320,7
60299,57.07,2015,8321,2
60300,32.47,2015,8321,1
60301,42.78,2015,8321,8
60302,43.43,2015,8321,7
60303,40.25,2015,8321,9
60304,45,2015,8321,3
60305,50.25,2015,8321,10
60306,35.67,2015,8321,4
60307,63.74,2015,8322,2
60308,43.64,2015,8322,1
60309,53,2015,8322,8
60310,57.75,2015,8322,5
60311,47.21,2015,8322,7
60312,49.88,2015,8322,11
60313,48.14,2015,8322,4
60314,64.65,2015,8323,2
60315,50,2015,8323,1
60316,52.73,2015,8323,8
60317,43,2015,8323,4
60318,68,2015,8324,2
60319,36.57,2015,8324,1
60320,50.71,2015,8324,8
60321,44.38,2015,8324,7
60322,42.83,2015,8324,9
60323,50.43,2015,8324,4
60324,65.44,2015,8325,2
60325,38.29,2015,8325,1
60326,52.67,2015,8325,8
60327,50,2015,8325,4
60328,61,2015,8325,7
60329,70.18,2015,8326,2
60330,45,2015,8326,1
60331,58,2015,8326,8
60332,45.2,2015,8326,4
60333,78.83,2015,8327,2
60334,46.79,2015,8327,1
60335,66.76,2015,8327,8
60336,57,2015,8327,5
60337,68,2015,8327,3
60338,66.63,2015,8327,4
60339,65.19,2015,8328,2
60340,37.69,2015,8328,1
60341,49.5,2015,8328,8
60342,52.56,2015,8328,7
60343,60,2015,8328,9
60344,48.75,2015,8328,11
60345,81.21,2015,8329,2
60346,63.86,2015,8329,1
60347,78,2015,8329,8
60348,55.64,2015,8329,7
60349,87.4,2015,8329,6
60350,75.75,2015,8329,3
60351,73.75,2015,8329,9
60352,76.55,2015,8329,4
60353,78.69,2015,8330,2
60354,48.33,2015,8330,1
60355,58.93,2015,8330,8
60356,64.14,2015,8330,5
60357,56.21,2015,8330,7
60358,59.71,2015,8330,6
60359,53.5,2015,8330,11
60360,52.5,2015,8330,3
60361,56.89,2015,8330,9
60362,54.4,2015,8330,4
60363,62.45,2015,8331,2
60364,28.64,2015,8331,1
60365,82.21,2015,8332,2
60366,48.78,2015,8332,1
60367,62.06,2015,8332,8
60368,61,2015,8332,5
60369,48,2015,8332,7
60370,71.86,2015,8332,6
60371,57.75,2015,8332,11
60372,78.04,2015,8332,3
60373,72.5,2015,8332,9
60374,59,2015,8332,4
60375,73.58,2015,8333,2
60376,52,2015,8333,1
60377,57.25,2015,8333,8
60378,67,2015,8333,7
60379,53.25,2015,8333,10
60380,66,2015,8333,11
60381,62,2015,8334,2
60382,40.69,2015,8334,1
60383,46.86,2015,8334,8
60384,42.6,2015,8334,7
60385,45.2,2015,8334,9
60386,43.5,2015,8334,4
60387,69.93,2015,8335,2
60388,42.81,2015,8335,1
60389,56.05,2015,8335,8
60390,51.73,2015,8335,7
60391,50,2015,8335,9
60392,52,2015,8335,11
60393,49.38,2015,8335,4
60394,71.93,2015,8336,2
60395,46.53,2015,8336,1
60396,52.62,2015,8336,8
60397,48.74,2015,8336,7
60398,60.38,2015,8336,6
60399,48.81,2015,8336,11
60400,70,2015,8336,3
60401,54.24,2015,8336,9
60402,48.7,2015,8336,4
60403,64.75,2015,8336,10
60404,63,2015,8337,2
60405,34.75,2015,8337,1
60406,67.74,2015,8338,2
60407,48.87,2015,8338,1
60408,49.89,2015,8338,8
60409,52.29,2015,8338,7
60410,48.43,2015,8338,9
60411,57,2015,8338,10
60412,65.72,2015,8339,2
60413,46.92,2015,8339,1
60414,56.2,2015,8339,8
60415,49.5,2015,8339,7
60416,65,2015,8340,2
60417,35.74,2015,8340,1
60418,53.33,2015,8340,8
60419,41.6,2015,8340,7
60420,44,2015,8340,9
60421,48.75,2015,8340,4
60422,73.42,2015,8341,2
60423,44.38,2015,8341,1
60424,62.82,2015,8341,8
60425,74.25,2015,8341,5
60426,49.62,2015,8341,7
60427,57.14,2015,8341,9
60428,63.5,2015,8341,11
60429,63.4,2015,8341,3
60430,66.86,2015,8341,10
60431,56.43,2015,8341,4
60432,62.42,2015,8342,2
60433,36.79,2015,8342,1
60434,51.64,2015,8342,8
60435,44.25,2015,8342,7
60436,75.41,2015,8343,2
60437,55.92,2015,8343,1
60438,72.42,2015,8343,8
60439,64.3,2015,8343,5
60440,49.91,2015,8343,7
60441,62.56,2015,8343,6
60442,73.27,2015,8343,11
60443,70.88,2015,8343,3
60444,66.09,2015,8343,9
60445,57.2,2015,8343,4
60446,67.64,2015,8344,2
60447,52,2015,8344,1
60448,53,2015,8344,8
60449,44.5,2015,8344,7
60450,46,2015,8344,9
60451,34.8,2015,8344,4
60452,80.97,2015,8345,2
60453,52.46,2015,8345,1
60454,63.84,2015,8345,8
60455,59.66,2015,8345,7
60456,79.26,2015,8345,6
60457,65.89,2015,8345,11
60458,65.75,2015,8345,3
60459,76.84,2015,8345,9
60460,60.4,2015,8345,4
60461,66.8,2015,8346,2
60462,41.4,2015,8346,1
60463,53.34,2015,8346,8
60464,55.5,2015,8346,7
60465,60.8,2015,8346,6
60466,48.9,2015,8346,9
60467,66.93,2015,8347,2
60468,47,2015,8347,1
60469,63.5,2015,8347,8
60470,47,2015,8347,7
60471,80.51,2015,8348,2
60472,82.75,2015,8348,3
60473,79.62,2015,8348,1
60474,77.39,2015,8348,7
60475,80.12,2015,8348,6
60476,64.15,2015,8351,2
60477,33.5,2015,8351,1
60478,46.71,2015,8351,8
60479,45.5,2015,8351,7
60480,36.4,2015,8351,9
60481,76.58,2015,8352,2
60482,49.91,2015,8352,1
60483,64.9,2015,8352,8
60484,54.13,2015,8352,7
60485,43.78,2015,8352,9
60486,58.75,2015,8352,11
60487,59.75,2015,8352,3
60488,64.38,2015,8352,4
60489,65.33,2015,8355,2
60490,40.18,2015,8355,1
60491,53.8,2015,8355,8
60492,48.09,2015,8355,7
60493,49.29,2015,8355,10
60494,67.25,2015,8355,11
60495,52.83,2015,8355,4
60496,72.92,2015,8358,2
60497,43.1,2015,8358,1
60498,59.88,2015,8358,8
60499,50.78,2015,8358,5
60500,57.22,2015,8358,7
60501,46.23,2015,8358,9
60502,55.7,2015,8358,11
60503,49.5,2015,8358,10
60504,54.4,2015,8358,4
60505,52.6,2015,8360,2
60506,26.7,2015,8360,1
60507,38.3,2015,8360,8
60508,32,2015,8360,4
60509,42.4,2015,8360,9
60510,79.2,2015,8361,2
60511,57.3,2015,8361,1
60512,60.5,2015,8361,8
60513,54.4,2015,8361,7
60514,79.9,2015,8361,6
60515,68.6,2015,8361,11
60516,74,2015,8361,3
60517,82.2,2015,8361,9
60518,55.7,2015,8361,4
60519,75.3,2015,8362,2
60520,49.3,2015,8362,1
60521,61.6,2015,8362,8
60522,48.7,2015,8362,7
60523,52.8,2015,8362,9
60524,36.8,2015,8362,11
60525,62,2015,8362,4
60526,72.2,2015,8363,2
60527,50.6,2015,8363,1
60528,56.1,2015,8363,8
60529,63,2015,8363,5
60530,55.7,2015,8363,7
60531,68.2,2015,8363,9
60532,61.9,2015,8363,11
60533,53.8,2015,8363,3
60534,53.6,2015,8363,4
60535,73.7,2015,8364,2
60536,57.6,2015,8364,1
60537,64.2,2015,8364,8
60538,60,2015,8364,5
60539,54.9,2015,8364,7
60540,63,2015,8364,6
60541,68,2015,8364,3
60542,65,2015,8364,9
60543,53,2015,8364,4
60544,77.9,2015,8365,2
60545,62.6,2015,8365,1
60546,66.8,2015,8365,8
60547,73.1,2015,8365,5
60548,66.3,2015,8365,7
60549,63.5,2015,8365,6
60550,74.3,2015,8365,11
60551,71.1,2015,8365,3
60552,67,2015,8365,9
60553,61.4,2015,8365,4
60554,78.1,2015,8366,2
60555,55.4,2015,8366,1
60556,63.1,2015,8366,8
60557,73,2015,8366,5
60558,59.7,2015,8366,7
60559,60,2015,8366,6
60560,72.2,2015,8366,11
60561,75.1,2015,8366,3
60562,69.3,2015,8366,4
60563,67.7,2015,8367,2
60564,41.6,2015,8367,1
60565,49.2,2015,8367,8
60566,45.8,2015,8367,7
60567,48.2,2015,8367,9
60568,43.3,2015,8367,4
60569,76.4,2015,8368,2
60570,55.5,2015,8368,1
60571,55.3,2015,8368,8
60572,59.6,2015,8368,7
60573,69.3,2015,8368,6
60574,54.1,2015,8368,11
60575,78.6,2015,8368,9
60576,47.8,2015,8368,4
60577,68.3,2015,8369,2
60578,40.4,2015,8369,1
60579,55.6,2015,8369,8
60580,65.4,2015,8369,5
60581,44.6,2015,8369,7
60582,69.5,2015,8369,3
60583,47.6,2015,8369,4
60584,68.9,2015,8370,2
60585,43.5,2015,8370,1
60586,57.8,2015,8370,8
60587,72.3,2015,8370,5
60588,51.7,2015,8370,7
60589,53.3,2015,8370,9
60590,53,2015,8370,4
60591,67.8,2015,8371,2
60592,42,2015,8371,1
60593,55.2,2015,8371,8
60594,49.3,2015,8371,7
60595,53,2015,8371,9
60596,52.5,2015,8371,4
60597,67.8,2015,8373,2
60598,43.8,2015,8373,1
60599,54,2015,8373,8
60600,47.8,2015,8373,7
60601,56,2015,8373,9
60602,68.2,2015,8374,2
60603,40.4,2015,8374,1
60604,52.5,2015,8374,8
60605,63.7,2015,8374,5
60606,49.7,2015,8374,7
60607,46.2,2015,8374,9
60608,54.8,2015,8374,11
60609,46.8,2015,8374,3
60610,47.1,2015,8374,4
60611,58,2015,8375,2
60612,29.5,2015,8375,1
60613,45.5,2015,8375,8
60614,55.6,2015,8375,5
60615,41.5,2015,8375,7
60616,44.5,2015,8375,9
60617,67,2015,8376,2
60618,47.1,2015,8376,1
60619,48.1,2015,8376,8
60620,57.5,2015,8376,5
60621,55.3,2015,8376,7
60622,52.5,2015,8376,9
60623,77.8,2015,8377,2
60624,54.5,2015,8377,1
60625,62.1,2015,8377,8
60626,66,2015,8377,5
60627,67.3,2015,8377,7
60628,60.4,2015,8377,9
60629,71.6,2015,8377,11
60630,71.6,2015,8377,3
60631,66,2015,8377,4
60632,64.1,2015,8378,2
60633,37.7,2015,8378,1
60634,51.3,2015,8378,8
60635,45.5,2015,8378,7
60636,42.8,2015,8378,9
60637,71.5,2015,8379,2
60638,47.4,2015,8379,1
60639,58.4,2015,8379,8
60640,52.2,2015,8379,7
60641,64,2015,8379,9
60642,50,2015,8379,4
60643,71,2015,8380,2
60644,42.3,2015,8380,1
60645,57.5,2015,8380,8
60646,53,2015,8380,7
60647,60,2015,8380,9
60648,65.6,2015,8380,4
60649,65,2015,8382,2
60650,39.2,2015,8382,1
60651,45.3,2015,8382,8
60652,49,2015,8382,7
60653,56,2015,8382,6
60654,34.7,2015,8382,11
60655,52.5,2015,8382,9
60656,34.5,2015,8382,4
60657,68,2015,8383,2
60658,40.1,2015,8383,1
60659,47.9,2015,8383,8
60660,51.3,2015,8383,7
60661,57.4,2015,8383,6
60662,50.7,2015,8383,9
60663,67.2,2015,8384,2
60664,39.1,2015,8384,1
60665,51,2015,8384,8
60666,45.7,2015,8384,7
60667,53.4,2015,8384,9
60668,70.5,2015,8385,2
60669,41.8,2015,8385,1
60670,49.9,2015,8385,8
60671,65.3,2015,8385,5
60672,53.8,2015,8385,7
60673,61.7,2015,8386,2
60674,41.4,2015,8386,1
60675,46,2015,8386,8
60676,52,2015,8386,7
60677,52.5,2015,8386,9
60678,36.6,2015,8386,4
60679,69.9,2015,8387,2
60680,39.9,2015,8387,1
60681,56,2015,8387,8
60682,47.4,2015,8387,7
60683,60.1,2015,8387,9
60684,47.6,2015,8387,4
60685,64.9,2015,8388,2
60686,38.9,2015,8388,1
60687,45.8,2015,8388,8
60688,53.3,2015,8388,5
60689,51.3,2015,8388,7
60690,68.3,2015,8388,9
60691,58.8,2015,8390,2
60692,29.4,2015,8390,1
60693,51.5,2015,8390,8
60694,48.4,2015,8390,9
60695,68.3,2015,8391,2
60696,45.1,2015,8391,1
60697,52.4,2015,8391,8
60698,55.7,2015,8391,7
60699,56.9,2015,8391,9
60700,66.8,2015,8392,2
60701,42.2,2015,8392,1
60702,48.7,2015,8392,8
60703,44,2015,8392,4
60704,49.8,2015,8392,7
60705,66.6,2015,8395,2
60706,40.6,2015,8395,1
60707,45.2,2015,8395,8
60708,47.8,2015,8395,7
60709,40.3,2015,8395,6
60710,44.9,2015,8395,9
60711,31.8,2015,8395,4
60712,72.1,2015,8396,2
60713,43.8,2015,8396,1
60714,50.3,2015,8396,8
60715,65.9,2015,8396,5
60716,68.4,2015,8396,6
60717,55.6,2015,8396,3
60718,61.8,2015,8396,9
60719,50.2,2015,8396,4
60720,64,2015,8398,2
60721,38.8,2015,8398,1
60722,44.3,2015,8398,8
60723,60.6,2015,8398,5
60724,45.1,2015,8398,7
60725,54,2015,8398,6
60726,42,2015,8398,3
60727,59.3,2015,8398,9
60728,75.1,2015,8399,2
60729,65.2,2015,8399,3
60730,44.9,2015,8399,1
60731,63,2015,8399,8
60732,71,2015,8399,5
60733,66.11,2015,8402,11
60734,75.2,2015,8407,3
60735,76.29,2015,8414,3
60736,62.36,2015,8416,4
60737,80.14,2015,8421,2
60738,64.43,2015,8421,1
60739,68.77,2015,8421,8
60740,70.88,2015,8421,5
60741,67.52,2015,8421,7
60742,74.25,2015,8421,9
60743,67.71,2015,8421,11
60744,81.74,2015,8421,3
60745,60,2015,8421,4
60746,67.33,2015,8426,11
60747,78.28,2015,8427,2
60748,67.5,2015,8427,8
60749,74.69,2015,8427,7
60750,75,2015,8430,2
60751,75.43,2015,8438,3
60752,69.2,2015,8441,5
60753,75.78,2015,8444,2
60754,64.67,2015,8444,1
60755,71.82,2015,8444,7
60756,70.1,2015,8444,9
60757,68.83,2015,8444,11
60758,70.83,2015,8444,6
60759,66.55,2015,8470,11
60760,76.89,2015,8471,2
60761,60.17,2015,8471,1
60762,71.39,2015,8471,8
60763,74,2015,8471,5
60764,86.86,2015,8471,3
60765,70.11,2015,8471,4
60766,66.4,2015,8472,11
60767,78.56,2015,8476,2
60768,65.37,2015,8476,7
60769,76.5,2015,8476,9
60770,60.07,2015,8485,1
60771,82.04,2015,8487,2
60772,78.9,2015,8487,11
60773,77.14,2015,8487,1
60774,82.95,2015,8487,7
60775,78.1,2015,8487,3
60776,65.79,2015,8489,8
60777,73.62,2015,8489,9
60778,70.5,2015,8489,4
60779,73.08,2015,8489,6
60780,75.01,2015,8494,2
60781,76.83,2015,8510,3
60782,76.75,2015,8514,2
60783,67.79,2015,8514,11
60784,67.35,2015,8514,1
60785,72.84,2015,8514,7
60786,71.14,2015,8514,9
60787,67.83,2015,8520,7
60788,78.71,2015,8521,2
60789,76.32,2015,8521,3
60790,62.19,2015,8521,1
60791,66.31,2015,8521,8
60792,59.4,2015,8526,2
60793,28.1,2015,8526,1
60794,58,2015,8527,2
60795,26,2015,8527,1
60796,59,2015,8528,2
60797,31,2015,8528,1
60798,81.2,2015,8529,2
60799,54.78,2015,8529,1
60800,69.3,2015,8530,2
60801,41.39,2015,8530,1
60802,77,2015,8531,2
60803,52,2015,8531,1
60804,59.65,2015,8532,2
60805,38.33,2015,8532,1
60806,64,2015,8533,2
60807,44,2015,8533,1
60808,64,2015,8534,2
60809,37,2015,8534,1
60810,69.1,2015,8535,2
60811,45.1,2015,8535,1
60812,69.9,2015,8536,2
60813,46.78,2015,8536,1
60814,65.1,2015,8537,2
60815,40.59,2015,8537,1
60816,67,2015,8538,2
60817,35,2015,8538,1
60818,62,2015,8539,2
60819,39,2015,8539,1
60820,68,2015,8540,2
60821,43,2015,8540,1
60822,53,2015,8541,2
60823,26,2015,8541,1
60824,64.2,2015,8542,2
60825,47.9,2015,8542,1
60826,70.1,2015,8543,2
60827,46.3,2015,8543,1
60828,60.3,2015,8544,2
60829,23.41,2015,8544,1
60830,63,2015,8545,2
60831,41.57,2015,8545,1
60832,70.4,2015,8546,2
60833,48.14,2015,8546,1
60834,64.2,2015,8547,2
60835,36.2,2015,8547,1
60836,75.5,2015,8548,2
60837,52.7,2015,8548,1
60838,60.8,2015,8549,2
60839,31,2015,8549,1
60840,55.1,2015,8550,2
60841,27.13,2015,8550,1
60842,58,2015,8551,2
60843,32,2015,8551,1
60844,68,2015,8552,2
60845,46,2015,8552,1
60846,63.1,2015,8553,2
60847,40.1,2015,8553,1
60848,70.6,2015,8554,2
60849,46.72,2015,8554,1
60850,69.3,2015,8555,2
60851,49.9,2015,8555,1
60852,79,2015,8556,2
60853,62,2015,8556,1
60854,74,2015,8557,2
60855,59,2015,8557,1
60856,53.5,2015,8558,2
60857,23.6,2015,8558,1
60858,64.2,2015,8559,2
60859,46.8,2015,8559,1
60860,66,2015,8560,2
60861,45,2015,8560,1
60862,62,2015,8561,2
60863,31,2015,8561,1
60864,67,2015,8562,2
60865,39,2015,8562,1
60866,73,2015,8563,2
60867,57.34,2015,8563,1
60868,71,2015,8564,2
60869,49,2015,8564,1
60870,73,2015,8565,2
60871,43,2015,8565,1
60872,68.3,2015,8566,2
60873,42.42,2015,8566,1
60874,79.7,2015,8567,2
60875,67.8,2015,8567,1
60876,69,2015,8568,2
60877,45,2015,8568,1
60878,67,2015,8569,2
60879,36.4,2015,8569,1
60880,59.2,2015,8570,2
60881,24.52,2015,8570,1
60882,69,2015,8573,2
60883,42,2015,8573,1
60884,69,2015,8574,2
60885,51,2015,8574,1
60886,73,2015,8575,2
60887,44,2015,8575,1
60888,60,2015,8576,2
60889,37,2015,8576,1
60890,66,2015,8577,2
60891,40,2015,8577,1
60892,65.3,2015,8579,2
60893,34.1,2015,8579,1
60894,60,2015,8581,2
60895,29,2015,8581,1
60896,67.8,2015,8582,2
60897,49.06,2015,8582,1
60898,69,2015,8583,2
60899,45,2015,8583,1
60900,67.44,2015,8584,2
60901,44.97,2015,8584,1
60902,74.3,2015,8585,2
60903,46.75,2015,8585,1
60904,75.4,2015,8586,2
60905,55.1,2015,8586,1
